SITECODE,SDATE,FIELDNAME,VALUE,Year,Month
T01,22-Oct-98,POTASSIUM,4.09,1998,10
T01,22-Oct-98,SO4S,1.7,1998,10
T01,22-Oct-98,SODIUM,4.77,1998,10
T01,22-Oct-98,TOTALN,0.95,1998,10
T01,18-Nov-98,ALUMINIUM,0.298,1998,11
T01,18-Nov-98,CALCIUM,5.61,1998,11
T01,18-Nov-98,CHLORIDE,11.5,1998,11
T01,18-Nov-98,CONDY,89,1998,11
T01,18-Nov-98,DOC,7.6,1998,11
T01,18-Nov-98,IRON,0.181,1998,11
T01,18-Nov-98,MAGNESIUM,2.66,1998,11
T01,18-Nov-98,NH4N,0.822,1998,11
T01,18-Nov-98,NO3N,0.75,1998,11
T01,18-Nov-98,PH,3.9,1998,11
T01,18-Nov-98,PO4P,0.108,1998,11
T01,18-Nov-98,POTASSIUM,4.28,1998,11
T01,18-Nov-98,SO4S,1.8,1998,11
T01,18-Nov-98,SODIUM,4.73,1998,11
T01,18-Nov-98,TOTALN,0.98,1998,11
T01,03-Dec-98,ALUMINIUM,0.271,1998,12
T01,03-Dec-98,CALCIUM,5.58,1998,12
T01,03-Dec-98,CHLORIDE,11.5,1998,12
T01,03-Dec-98,CONDY,94,1998,12
T01,03-Dec-98,DOC,8.5,1998,12
T01,03-Dec-98,IRON,0.155,1998,12
T01,03-Dec-98,MAGNESIUM,2.46,1998,12
T01,03-Dec-98,NH4N,0.952,1998,12
T01,03-Dec-98,NO3N,0.73,1998,12
T01,03-Dec-98,PH,4.1,1998,12
T01,03-Dec-98,PO4P,0.115,1998,12
T01,03-Dec-98,POTASSIUM,3.58,1998,12
T01,03-Dec-98,SO4S,1.8,1998,12
T01,03-Dec-98,SODIUM,4.41,1998,12
T01,03-Dec-98,TOTALN,0.56,1998,12
T01,17-Dec-98,ALUMINIUM,0.216,1998,12
T01,17-Dec-98,CALCIUM,5.6,1998,12
T01,17-Dec-98,CHLORIDE,10.7,1998,12
T01,17-Dec-98,CONDY,84,1998,12
T01,17-Dec-98,DOC,5.9,1998,12
T01,17-Dec-98,IRON,0.145,1998,12
T01,17-Dec-98,MAGNESIUM,2.64,1998,12
T01,17-Dec-98,NH4N,0.726,1998,12
T01,17-Dec-98,NO3N,0.78,1998,12
T01,17-Dec-98,PH,4.2,1998,12
T01,17-Dec-98,PO4P,0.126,1998,12
T01,17-Dec-98,POTASSIUM,3.8,1998,12
T01,17-Dec-98,SO4S,1.8,1998,12
T01,17-Dec-98,SODIUM,4.88,1998,12
T01,31-Dec-98,ALUMINIUM,0.226,1998,12
T01,31-Dec-98,CALCIUM,5.42,1998,12
T01,31-Dec-98,CHLORIDE,11.9,1998,12
T01,31-Dec-98,CONDY,85,1998,12
T01,31-Dec-98,DOC,6.7,1998,12
T01,31-Dec-98,IRON,0.145,1998,12
T01,31-Dec-98,MAGNESIUM,2.55,1998,12
T01,31-Dec-98,NH4N,0.721,1998,12
T01,31-Dec-98,NO3N,0.7,1998,12
T01,31-Dec-98,PH,4.2,1998,12
T01,31-Dec-98,PO4P,0.121,1998,12
T01,31-Dec-98,POTASSIUM,4.36,1998,12
T01,31-Dec-98,SO4S,1.7,1998,12
T01,31-Dec-98,SODIUM,4.94,1998,12
T01,15-Jan-99,ALUMINIUM,0.345,1999,1
T01,15-Jan-99,CALCIUM,5.62,1999,1
T01,15-Jan-99,CHLORIDE,11.3,1999,1
T01,15-Jan-99,CONDY,85,1999,1
T01,15-Jan-99,DOC,3.3,1999,1
T01,15-Jan-99,IRON,0.109,1999,1
T01,15-Jan-99,MAGNESIUM,2.6,1999,1
T01,15-Jan-99,NH4N,0.706,1999,1
T01,15-Jan-99,NO3N,1.07,1999,1
T01,15-Jan-99,PH,4.3,1999,1
T01,15-Jan-99,PO4P,0.116,1999,1
T01,15-Jan-99,POTASSIUM,7.6,1999,1
T01,15-Jan-99,SO4S,2,1999,1
T01,15-Jan-99,SODIUM,8.58,1999,1
T01,15-Jan-99,TOTALN,0.7,1999,1
T01,28-Jan-99,ALUMINIUM,0.384,1999,1
T01,28-Jan-99,CALCIUM,5.32,1999,1
T01,28-Jan-99,CHLORIDE,11.6,1999,1
T01,28-Jan-99,CONDY,84,1999,1
T01,28-Jan-99,DOC,7.1,1999,1
T01,28-Jan-99,IRON,0.082,1999,1
T01,28-Jan-99,MAGNESIUM,2.5,1999,1
T01,28-Jan-99,NH4N,0.526,1999,1
T01,28-Jan-99,NO3N,0.78,1999,1
T01,28-Jan-99,PH,4.1,1999,1
T01,28-Jan-99,PO4P,0.125,1999,1
T01,28-Jan-99,POTASSIUM,7.4,1999,1
T01,28-Jan-99,SO4S,2,1999,1
T01,28-Jan-99,SODIUM,8.87,1999,1
T01,28-Jan-99,TOTALN,0.59,1999,1
T01,05-Feb-99,ALUMINIUM,0.345,1999,2
T01,05-Feb-99,CALCIUM,5.68,1999,2
T01,05-Feb-99,CHLORIDE,11.9,1999,2
T01,05-Feb-99,CONDY,84,1999,2
T01,05-Feb-99,IRON,0.109,1999,2
T01,05-Feb-99,MAGNESIUM,2.53,1999,2
T01,05-Feb-99,NH4N,0.705,1999,2
T01,05-Feb-99,NO3N,0.72,1999,2
T01,05-Feb-99,PH,4.2,1999,2
T01,05-Feb-99,PO4P,0.143,1999,2
T01,05-Feb-99,POTASSIUM,7.25,1999,2
T01,05-Feb-99,SO4S,1.8,1999,2
T01,05-Feb-99,SODIUM,8.92,1999,2
T01,11-Feb-99,ALUMINIUM,0.374,1999,2
T01,11-Feb-99,CALCIUM,6.09,1999,2
T01,11-Feb-99,CHLORIDE,13.5,1999,2
T01,11-Feb-99,CONDY,84,1999,2
T01,11-Feb-99,DOC,7,1999,2
T01,11-Feb-99,IRON,0.137,1999,2
T01,11-Feb-99,MAGNESIUM,2.71,1999,2
T01,11-Feb-99,NH4N,0.722,1999,2
T01,11-Feb-99,NO3N,0.83,1999,2
T01,11-Feb-99,PH,4.3,1999,2
T01,11-Feb-99,PO4P,0.136,1999,2
T01,11-Feb-99,POTASSIUM,7.8,1999,2
T01,11-Feb-99,SO4S,2,1999,2
T01,11-Feb-99,SODIUM,9.67,1999,2
T01,11-Feb-99,TOTALN,0.95,1999,2
T01,26-Feb-99,ALUMINIUM,0.377,1999,2
T01,26-Feb-99,CALCIUM,5.78,1999,2
T01,26-Feb-99,CHLORIDE,11,1999,2
T01,26-Feb-99,CONDY,84,1999,2
T01,26-Feb-99,DOC,6.8,1999,2
T01,26-Feb-99,IRON,0.122,1999,2
T01,26-Feb-99,MAGNESIUM,2.68,1999,2
T01,26-Feb-99,NH4N,0.708,1999,2
T01,26-Feb-99,NO3N,0.74,1999,2
T01,26-Feb-99,PH,4.2,1999,2
T01,26-Feb-99,PO4P,0.133,1999,2
T01,26-Feb-99,POTASSIUM,7.71,1999,2
T01,26-Feb-99,SO4S,1.8,1999,2
T01,26-Feb-99,SODIUM,9.64,1999,2
T01,26-Feb-99,TOTALN,0.92,1999,2
T01,12-Mar-99,ALUMINIUM,0.386,1999,3
T01,12-Mar-99,CALCIUM,4.59,1999,3
T01,12-Mar-99,CHLORIDE,11.7,1999,3
T01,12-Mar-99,CONDY,78,1999,3
T01,12-Mar-99,DOC,7.8,1999,3
T01,12-Mar-99,IRON,0.193,1999,3
T01,12-Mar-99,MAGNESIUM,2.3,1999,3
T01,12-Mar-99,NH4N,0.783,1999,3
T01,12-Mar-99,NO3N,0.7,1999,3
T01,12-Mar-99,PH,4.4,1999,3
T01,12-Mar-99,PO4P,0.155,1999,3
T01,12-Mar-99,POTASSIUM,6.63,1999,3
T01,12-Mar-99,SO4S,1.8,1999,3
T01,12-Mar-99,SODIUM,7.3,1999,3
T01,12-Mar-99,TOTALN,0.87,1999,3
T01,19-Mar-99,ALUMINIUM,0.39,1999,3
T01,19-Mar-99,CALCIUM,4.87,1999,3
T01,19-Mar-99,CHLORIDE,11.9,1999,3
T01,19-Mar-99,CONDY,81,1999,3
T01,19-Mar-99,DOC,7.3,1999,3
T01,19-Mar-99,IRON,0.204,1999,3
T01,19-Mar-99,MAGNESIUM,2.54,1999,3
T01,19-Mar-99,NH4N,0.743,1999,3
T01,19-Mar-99,NO3N,0.72,1999,3
T01,19-Mar-99,PH,4.1,1999,3
T01,19-Mar-99,PO4P,0.146,1999,3
T01,19-Mar-99,POTASSIUM,7.45,1999,3
T01,19-Mar-99,SO4S,1.8,1999,3
T01,19-Mar-99,SODIUM,8.25,1999,3
T01,19-Mar-99,TOTALN,0.98,1999,3
T01,25-Mar-99,ALUMINIUM,0.39,1999,3
T01,25-Mar-99,CALCIUM,4.91,1999,3
T01,25-Mar-99,CHLORIDE,11.9,1999,3
T01,25-Mar-99,CONDY,88,1999,3
T01,25-Mar-99,DOC,4,1999,3
T01,25-Mar-99,IRON,0.179,1999,3
T01,25-Mar-99,MAGNESIUM,2.57,1999,3
T01,25-Mar-99,NH4N,0.743,1999,3
T01,25-Mar-99,NO3N,0.77,1999,3
T01,25-Mar-99,PH,4.2,1999,3
T01,25-Mar-99,PO4P,0.105,1999,3
T01,25-Mar-99,POTASSIUM,7.51,1999,3
T01,25-Mar-99,SO4S,1.9,1999,3
T01,25-Mar-99,SODIUM,8.29,1999,3
T01,06-Apr-99,ALUMINIUM,0.385,1999,4
T01,06-Apr-99,CALCIUM,4.93,1999,4
T01,06-Apr-99,CHLORIDE,12.8,1999,4
T01,06-Apr-99,CONDY,88,1999,4
T01,06-Apr-99,DOC,4.9,1999,4
T01,06-Apr-99,IRON,0.185,1999,4
T01,06-Apr-99,MAGNESIUM,2.59,1999,4
T01,06-Apr-99,NH4N,0.731,1999,4
T01,06-Apr-99,NO3N,0.83,1999,4
T01,06-Apr-99,PH,4.2,1999,4
T01,06-Apr-99,PO4P,0.106,1999,4
T01,06-Apr-99,POTASSIUM,7.69,1999,4
T01,06-Apr-99,SO4S,1.7,1999,4
T01,06-Apr-99,SODIUM,8.49,1999,4
T01,06-Apr-99,TOTALN,0.78,1999,4
T01,09-Apr-99,ALUMINIUM,0.411,1999,4
T01,09-Apr-99,CALCIUM,4.99,1999,4
T01,09-Apr-99,CHLORIDE,11.3,1999,4
T01,09-Apr-99,CONDY,86,1999,4
T01,09-Apr-99,DOC,5.5,1999,4
T01,09-Apr-99,IRON,0.212,1999,4
T01,09-Apr-99,MAGNESIUM,2.6,1999,4
T01,09-Apr-99,NH4N,0.813,1999,4
T01,09-Apr-99,NO3N,0.77,1999,4
T01,09-Apr-99,PH,4.2,1999,4
T01,09-Apr-99,PO4P,0.106,1999,4
T01,09-Apr-99,POTASSIUM,7.62,1999,4
T01,09-Apr-99,SO4S,2,1999,4
T01,09-Apr-99,SODIUM,8.42,1999,4
T01,09-Apr-99,TOTALN,0.7,1999,4
T01,15-Apr-99,ALUMINIUM,0.376,1999,4
T01,15-Apr-99,CALCIUM,4.82,1999,4
T01,15-Apr-99,CHLORIDE,12.9,1999,4
T01,15-Apr-99,CONDY,85,1999,4
T01,15-Apr-99,DOC,7.8,1999,4
T01,15-Apr-99,IRON,0.154,1999,4
T01,15-Apr-99,MAGNESIUM,2.54,1999,4
T01,15-Apr-99,NH4N,0.743,1999,4
T01,15-Apr-99,NO3N,0.84,1999,4
T01,15-Apr-99,PH,4.2,1999,4
T01,15-Apr-99,PO4P,0.109,1999,4
T01,15-Apr-99,POTASSIUM,7.48,1999,4
T01,15-Apr-99,SO4S,1.5,1999,4
T01,15-Apr-99,SODIUM,8.33,1999,4
T01,22-Apr-99,ALUMINIUM,0.408,1999,4
T01,22-Apr-99,CALCIUM,5.11,1999,4
T01,22-Apr-99,CHLORIDE,12.6,1999,4
T01,22-Apr-99,CONDY,88,1999,4
T01,22-Apr-99,DOC,7.3,1999,4
T01,22-Apr-99,IRON,0.139,1999,4
T01,22-Apr-99,MAGNESIUM,2.57,1999,4
T01,22-Apr-99,NH4N,0.723,1999,4
T01,22-Apr-99,NO3N,0.83,1999,4
T01,22-Apr-99,PH,4.1,1999,4
T01,22-Apr-99,PO4P,0.103,1999,4
T01,22-Apr-99,POTASSIUM,7.77,1999,4
T01,22-Apr-99,SO4S,2,1999,4
T01,22-Apr-99,SODIUM,8.7,1999,4
T01,22-Apr-99,TOTALN,0.73,1999,4
T01,06-May-99,ALUMINIUM,0.387,1999,5
T01,06-May-99,CHLORIDE,12.1,1999,5
T01,06-May-99,CONDY,86,1999,5
T01,06-May-99,DOC,8.5,1999,5
T01,06-May-99,IRON,0.19,1999,5
T01,06-May-99,NH4N,0.724,1999,5
T01,06-May-99,NO3N,0.83,1999,5
T01,06-May-99,PH,4.2,1999,5
T01,06-May-99,PO4P,0.105,1999,5
T01,06-May-99,SO4S,1.7,1999,5
T01,06-May-99,SODIUM,7.26,1999,5
T01,20-May-99,ALUMINIUM,0.434,1999,5
T01,20-May-99,CALCIUM,5.23,1999,5
T01,20-May-99,CHLORIDE,11.9,1999,5
T01,20-May-99,CONDY,92,1999,5
T01,20-May-99,DOC,8.3,1999,5
T01,20-May-99,IRON,0.141,1999,5
T01,20-May-99,MAGNESIUM,2.56,1999,5
T01,20-May-99,NH4N,0.56,1999,5
T01,20-May-99,NO3N,0.83,1999,5
T01,20-May-99,PH,4.3,1999,5
T01,20-May-99,PO4P,0.13,1999,5
T01,20-May-99,POTASSIUM,7.82,1999,5
T01,20-May-99,SO4S,1.9,1999,5
T01,20-May-99,SODIUM,8.64,1999,5
T01,27-May-99,ALUMINIUM,0.409,1999,5
T01,27-May-99,CALCIUM,5.21,1999,5
T01,27-May-99,CHLORIDE,12.7,1999,5
T01,27-May-99,CONDY,95,1999,5
T01,27-May-99,DOC,8.9,1999,5
T01,27-May-99,IRON,0.22,1999,5
T01,27-May-99,MAGNESIUM,2.62,1999,5
T01,27-May-99,NH4N,0.61,1999,5
T01,27-May-99,NO3N,0.85,1999,5
T01,27-May-99,PH,4.2,1999,5
T01,27-May-99,PO4P,0.129,1999,5
T01,27-May-99,POTASSIUM,7.97,1999,5
T01,27-May-99,SO4S,1.6,1999,5
T01,27-May-99,SODIUM,8.74,1999,5
T01,03-Jun-99,ALUMINIUM,0.431,1999,6
T01,03-Jun-99,CALCIUM,5.05,1999,6
T01,03-Jun-99,CHLORIDE,11.7,1999,6
T01,03-Jun-99,CONDY,92,1999,6
T01,03-Jun-99,DOC,8,1999,6
T01,03-Jun-99,IRON,0.155,1999,6
T01,03-Jun-99,MAGNESIUM,2.57,1999,6
T01,03-Jun-99,NH4N,0.58,1999,6
T01,03-Jun-99,NO3N,0.8,1999,6
T01,03-Jun-99,PH,4.2,1999,6
T01,03-Jun-99,PO4P,0.129,1999,6
T01,03-Jun-99,POTASSIUM,7.84,1999,6
T01,03-Jun-99,SO4S,1.7,1999,6
T01,03-Jun-99,SODIUM,8.64,1999,6
T01,03-Jun-99,TOTALN,1.18,1999,6
T01,10-Jun-99,ALUMINIUM,0.411,1999,6
T01,10-Jun-99,CALCIUM,4.95,1999,6
T01,10-Jun-99,CHLORIDE,11.3,1999,6
T01,10-Jun-99,CONDY,90,1999,6
T01,10-Jun-99,DOC,8,1999,6
T01,10-Jun-99,IRON,0.158,1999,6
T01,10-Jun-99,MAGNESIUM,2.51,1999,6
T01,10-Jun-99,NH4N,0.58,1999,6
T01,10-Jun-99,NO3N,0.74,1999,6
T01,10-Jun-99,PH,4.3,1999,6
T01,10-Jun-99,PO4P,0.13,1999,6
T01,10-Jun-99,POTASSIUM,7.66,1999,6
T01,10-Jun-99,SO4S,1.9,1999,6
T01,10-Jun-99,SODIUM,8.45,1999,6
T01,10-Jun-99,TOTALN,0.9,1999,6
T01,17-Jun-99,ALUMINIUM,0.397,1999,6
T01,17-Jun-99,CALCIUM,5.04,1999,6
T01,17-Jun-99,CHLORIDE,12.5,1999,6
T01,17-Jun-99,CONDY,90,1999,6
T01,17-Jun-99,DOC,7.9,1999,6
T01,17-Jun-99,IRON,0.237,1999,6
T01,17-Jun-99,MAGNESIUM,2.57,1999,6
T01,17-Jun-99,NH4N,0.58,1999,6
T01,17-Jun-99,NO3N,0.83,1999,6
T01,17-Jun-99,PH,4.3,1999,6
T01,17-Jun-99,PO4P,0.109,1999,6
T01,17-Jun-99,POTASSIUM,7.89,1999,6
T01,17-Jun-99,SO4S,2.2,1999,6
T01,17-Jun-99,SODIUM,8.72,1999,6
T01,01-Jul-99,ALUMINIUM,0.407,1999,7
T01,01-Jul-99,CALCIUM,5.16,1999,7
T01,01-Jul-99,CHLORIDE,12.6,1999,7
T01,01-Jul-99,CONDY,88,1999,7
T01,01-Jul-99,DOC,6.4,1999,7
T01,01-Jul-99,IRON,0.237,1999,7
T01,01-Jul-99,MAGNESIUM,2.63,1999,7
T01,01-Jul-99,NH4N,0.59,1999,7
T01,01-Jul-99,NO3N,0.83,1999,7
T01,01-Jul-99,PH,4.2,1999,7
T01,01-Jul-99,PO4P,0.131,1999,7
T01,01-Jul-99,POTASSIUM,8.1,1999,7
T01,01-Jul-99,SO4S,2.3,1999,7
T01,01-Jul-99,SODIUM,8.95,1999,7
T01,01-Jul-99,TOTALN,0.87,1999,7
T01,16-Jul-99,CONDY,90,1999,7
T01,16-Jul-99,NH4N,0.6,1999,7
T01,16-Jul-99,PH,4.1,1999,7
T01,16-Jul-99,PO4P,0.124,1999,7
T01,23-Jul-99,ALUMINIUM,0.44,1999,7
T01,23-Jul-99,CALCIUM,5.18,1999,7
T01,23-Jul-99,CHLORIDE,11.4,1999,7
T01,23-Jul-99,CONDY,96,1999,7
T01,23-Jul-99,DOC,7.4,1999,7
T01,23-Jul-99,IRON,0.167,1999,7
T01,23-Jul-99,MAGNESIUM,2.62,1999,7
T01,23-Jul-99,NH4N,0.61,1999,7
T01,23-Jul-99,NO3N,0.76,1999,7
T01,23-Jul-99,PH,4.1,1999,7
T01,23-Jul-99,PO4P,0.128,1999,7
T01,23-Jul-99,POTASSIUM,7.92,1999,7
T01,23-Jul-99,SO4S,1.7,1999,7
T01,23-Jul-99,SODIUM,8.69,1999,7
T01,29-Jul-99,ALUMINIUM,0.427,1999,7
T01,29-Jul-99,CALCIUM,5.19,1999,7
T01,29-Jul-99,CONDY,87,1999,7
T01,29-Jul-99,IRON,0.21,1999,7
T01,29-Jul-99,MAGNESIUM,2.64,1999,7
T01,29-Jul-99,NH4N,0.56,1999,7
T01,29-Jul-99,PH,4,1999,7
T01,29-Jul-99,PO4P,0.124,1999,7
T01,29-Jul-99,POTASSIUM,8,1999,7
T01,29-Jul-99,SODIUM,8.81,1999,7
T01,12-Aug-99,ALUMINIUM,0.407,1999,8
T01,12-Aug-99,CALCIUM,5.39,1999,8
T01,12-Aug-99,CHLORIDE,11.5,1999,8
T01,12-Aug-99,CONDY,88,1999,8
T01,12-Aug-99,DOC,6.4,1999,8
T01,12-Aug-99,IRON,0.189,1999,8
T01,12-Aug-99,MAGNESIUM,2.57,1999,8
T01,12-Aug-99,NH4N,0.64,1999,8
T01,12-Aug-99,NO3N,0.77,1999,8
T01,12-Aug-99,PH,4.4,1999,8
T01,12-Aug-99,PO4P,0.115,1999,8
T01,12-Aug-99,POTASSIUM,7.86,1999,8
T01,12-Aug-99,SO4S,2,1999,8
T01,12-Aug-99,SODIUM,8.66,1999,8
T01,12-Aug-99,TOTALN,0.98,1999,8
T01,20-Aug-99,ALUMINIUM,0.405,1999,8
T01,20-Aug-99,CALCIUM,5.09,1999,8
T01,20-Aug-99,CHLORIDE,12,1999,8
T01,20-Aug-99,CONDY,86,1999,8
T01,20-Aug-99,DOC,6.8,1999,8
T01,20-Aug-99,IRON,0.162,1999,8
T01,20-Aug-99,MAGNESIUM,2.58,1999,8
T01,20-Aug-99,NH4N,0.65,1999,8
T01,20-Aug-99,NO3N,0.85,1999,8
T01,20-Aug-99,PH,4,1999,8
T01,20-Aug-99,PO4P,0.121,1999,8
T01,20-Aug-99,POTASSIUM,7.88,1999,8
T01,20-Aug-99,SO4S,2.2,1999,8
T01,20-Aug-99,SODIUM,8.74,1999,8
T01,20-Aug-99,TOTALN,1.12,1999,8
T01,25-Aug-99,ALUMINIUM,0.392,1999,8
T01,25-Aug-99,CALCIUM,7.85,1999,8
T01,25-Aug-99,CHLORIDE,12.1,1999,8
T01,25-Aug-99,CONDY,85,1999,8
T01,25-Aug-99,DOC,6.9,1999,8
T01,25-Aug-99,IRON,0.164,1999,8
T01,25-Aug-99,MAGNESIUM,2.5,1999,8
T01,25-Aug-99,NH4N,0.64,1999,8
T01,25-Aug-99,NO3N,0.87,1999,8
T01,25-Aug-99,PH,4,1999,8
T01,25-Aug-99,PO4P,0.116,1999,8
T01,25-Aug-99,POTASSIUM,7.66,1999,8
T01,25-Aug-99,SO4S,2.3,1999,8
T01,25-Aug-99,SODIUM,8.49,1999,8
T01,25-Aug-99,TOTALN,0.98,1999,8
T01,02-Sep-99,ALUMINIUM,0.402,1999,9
T01,02-Sep-99,CALCIUM,5.09,1999,9
T01,02-Sep-99,CHLORIDE,12.2,1999,9
T01,02-Sep-99,CONDY,86,1999,9
T01,02-Sep-99,DOC,7.1,1999,9
T01,02-Sep-99,IRON,0.192,1999,9
T01,02-Sep-99,MAGNESIUM,2.59,1999,9
T01,02-Sep-99,NH4N,0.64,1999,9
T01,02-Sep-99,NO3N,0.84,1999,9
T01,02-Sep-99,PH,4,1999,9
T01,02-Sep-99,PO4P,0.116,1999,9
T01,02-Sep-99,POTASSIUM,7.91,1999,9
T01,02-Sep-99,SO4S,2.2,1999,9
T01,02-Sep-99,SODIUM,8.74,1999,9
T01,02-Sep-99,TOTALN,0.9,1999,9
T01,16-Sep-99,CONDY,88,1999,9
T01,16-Sep-99,DOC,7,1999,9
T01,16-Sep-99,NH4N,0.555,1999,9
T01,16-Sep-99,PH,4,1999,9
T01,16-Sep-99,PO4P,0.113,1999,9
T01,23-Sep-99,ALUMINIUM,0.425,1999,9
T01,23-Sep-99,CALCIUM,5.04,1999,9
T01,23-Sep-99,CHLORIDE,12.1,1999,9
T01,23-Sep-99,CONDY,88,1999,9
T01,23-Sep-99,DOC,7.2,1999,9
T01,23-Sep-99,IRON,0.201,1999,9
T01,23-Sep-99,MAGNESIUM,2.58,1999,9
T01,23-Sep-99,NH4N,0.655,1999,9
T01,23-Sep-99,NO3N,0.86,1999,9
T01,23-Sep-99,PH,4,1999,9
T01,23-Sep-99,PO4P,0.121,1999,9
T01,23-Sep-99,POTASSIUM,7.76,1999,9
T01,23-Sep-99,SO4S,2.2,1999,9
T01,23-Sep-99,SODIUM,8.58,1999,9
T01,23-Sep-99,TOTALN,0.9,1999,9
T01,01-Oct-99,ALUMINIUM,0.412,1999,10
T01,01-Oct-99,CALCIUM,5.01,1999,10
T01,01-Oct-99,CHLORIDE,10.4,1999,10
T01,01-Oct-99,CONDY,89,1999,10
T01,01-Oct-99,DOC,7.3,1999,10
T01,01-Oct-99,IRON,0.205,1999,10
T01,01-Oct-99,MAGNESIUM,2.56,1999,10
T01,01-Oct-99,NH4N,0.759,1999,10
T01,01-Oct-99,NO3N,0.78,1999,10
T01,01-Oct-99,PH,3.9,1999,10
T01,01-Oct-99,PO4P,0.125,1999,10
T01,01-Oct-99,POTASSIUM,7.75,1999,10
T01,01-Oct-99,SO4S,1.7,1999,10
T01,01-Oct-99,SODIUM,8.49,1999,10
T01,01-Oct-99,TOTALN,1.01,1999,10
T01,07-Oct-99,ALUMINIUM,0.42,1999,10
T01,07-Oct-99,CALCIUM,5,1999,10
T01,07-Oct-99,CHLORIDE,11.5,1999,10
T01,07-Oct-99,CONDY,89,1999,10
T01,07-Oct-99,DOC,6.9,1999,10
T01,07-Oct-99,IRON,0.204,1999,10
T01,07-Oct-99,MAGNESIUM,2.57,1999,10
T01,07-Oct-99,NH4N,0.62,1999,10
T01,07-Oct-99,NO3N,0.82,1999,10
T01,07-Oct-99,PH,4,1999,10
T01,07-Oct-99,PO4P,0.099,1999,10
T01,07-Oct-99,POTASSIUM,7.75,1999,10
T01,07-Oct-99,SO4S,1.9,1999,10
T01,07-Oct-99,SODIUM,8.49,1999,10
T01,07-Oct-99,TOTALN,1.06,1999,10
T01,14-Oct-99,CONDY,88,1999,10
T01,14-Oct-99,PH,4,1999,10
T01,28-Oct-99,ALUMINIUM,0.399,1999,10
T01,28-Oct-99,CALCIUM,5.69,1999,10
T01,28-Oct-99,CHLORIDE,11.4,1999,10
T01,28-Oct-99,CONDY,81,1999,10
T01,28-Oct-99,DOC,7.1,1999,10
T01,28-Oct-99,IRON,0.13,1999,10
T01,28-Oct-99,MAGNESIUM,2.67,1999,10
T01,28-Oct-99,NH4N,0.644,1999,10
T01,28-Oct-99,NO3N,0.77,1999,10
T01,28-Oct-99,PH,4,1999,10
T01,28-Oct-99,PO4P,0.148,1999,10
T01,28-Oct-99,POTASSIUM,7.77,1999,10
T01,28-Oct-99,SO4S,1.9,1999,10
T01,28-Oct-99,SODIUM,9,1999,10
T01,28-Oct-99,TOTALN,0.9,1999,10
T01,04-Nov-99,ALUMINIUM,0.391,1999,11
T01,04-Nov-99,CALCIUM,5.34,1999,11
T01,04-Nov-99,CHLORIDE,11,1999,11
T01,04-Nov-99,CONDY,82,1999,11
T01,04-Nov-99,DOC,6.7,1999,11
T01,04-Nov-99,IRON,0.123,1999,11
T01,04-Nov-99,MAGNESIUM,2.58,1999,11
T01,04-Nov-99,NH4N,0.634,1999,11
T01,04-Nov-99,NO3N,0.73,1999,11
T01,04-Nov-99,PH,4.1,1999,11
T01,04-Nov-99,PO4P,0.109,1999,11
T01,04-Nov-99,POTASSIUM,7.36,1999,11
T01,04-Nov-99,SO4S,1.8,1999,11
T01,04-Nov-99,SODIUM,8.48,1999,11
T01,04-Nov-99,TOTALN,1.04,1999,11
T01,11-Nov-99,ALUMINIUM,0.366,1999,11
T01,11-Nov-99,CALCIUM,5.26,1999,11
T01,11-Nov-99,CHLORIDE,11.3,1999,11
T01,11-Nov-99,CONDY,85,1999,11
T01,11-Nov-99,DOC,7,1999,11
T01,11-Nov-99,IRON,0.155,1999,11
T01,11-Nov-99,MAGNESIUM,2.41,1999,11
T01,11-Nov-99,NH4N,0.613,1999,11
T01,11-Nov-99,NO3N,0.74,1999,11
T01,11-Nov-99,PH,4.1,1999,11
T01,11-Nov-99,PO4P,0.139,1999,11
T01,11-Nov-99,POTASSIUM,6.82,1999,11
T01,11-Nov-99,SO4S,1.7,1999,11
T01,11-Nov-99,SODIUM,7.95,1999,11
T01,11-Nov-99,TOTALN,1.01,1999,11
T01,18-Nov-99,ALUMINIUM,0.321,1999,11
T01,18-Nov-99,CALCIUM,5.08,1999,11
T01,18-Nov-99,CHLORIDE,11.2,1999,11
T01,18-Nov-99,CONDY,82,1999,11
T01,18-Nov-99,DOC,3.2,1999,11
T01,18-Nov-99,IRON,0.114,1999,11
T01,18-Nov-99,MAGNESIUM,2.37,1999,11
T01,18-Nov-99,NH4N,0.642,1999,11
T01,18-Nov-99,NO3N,0.73,1999,11
T01,18-Nov-99,PH,4.2,1999,11
T01,18-Nov-99,PO4P,0.124,1999,11
T01,18-Nov-99,POTASSIUM,7.04,1999,11
T01,18-Nov-99,SO4S,1.8,1999,11
T01,18-Nov-99,SODIUM,8.38,1999,11
T01,25-Nov-99,CHLORIDE,11.2,1999,11
T01,25-Nov-99,CONDY,80,1999,11
T01,25-Nov-99,DOC,8.3,1999,11
T01,25-Nov-99,NH4N,0.694,1999,11
T01,25-Nov-99,NO3N,0.73,1999,11
T01,25-Nov-99,PH,5.1,1999,11
T01,25-Nov-99,PO4P,0.125,1999,11
T01,25-Nov-99,SO4S,1.8,1999,11
T01,02-Dec-99,ALUMINIUM,0.28,1999,12
T01,02-Dec-99,CALCIUM,5.06,1999,12
T01,02-Dec-99,CHLORIDE,11.2,1999,12
T01,02-Dec-99,CONDY,86,1999,12
